,company_index,name,category_list,funding_total_usd,status,region,funding_rounds,founded_at
50460,29763,Semantify,Apps|Business Intelligence|Enterprise Search|Publishing|Search|Semantic Web,3200000,1,North America,2,2008-01-01
50462,29764,Semantra,Analytics|Business Intelligence|Enterprise Software|Search,9100000,0,North America,3,2003-01-01
50464,29765,Semasio,Advertising,717699,1,Europe,2,2010-11-01
50465,29766,Semba Biosciences,Biotechnology,1731175,1,North America,4,2005-01-01
50467,29767,Semblee_,Digital Media|News|Social Media,150000,1,North America,1,2011-05-01
50468,29768,Sembraire,Clean Technology,50000,0,South America,1,2012-09-03
50470,29769,Semcasting,B2B|Market Research,2000000,1,North America,1,2009-08-01
50474,29770,SemEquip,Semiconductors,26000000,1,North America,1,2000-01-01
50475,29771,Semetric,Analytics,4700000,1,Europe,1,2008-01-01
50479,29772,SemiNex,Semiconductors,839766,1,North America,2,2003-04-01
50480,29773,semiosBIO Technologies,Biotechnology,474000,1,North America,1,2010-01-01
50481,29774,SemiSouth Laboratories,Electronics|Semiconductors|Solar,39000000,0,North America,4,2000-07-01
50482,29775,Semitech Semiconductor,Clean Energy|Semiconductors|Smart Grid,9000000,1,Oceania,1,2010-05-01
50483,29776,Semler Scientific,Biotechnology|Health Care,498600,2,North America,1,2007-08-01
50484,29777,Semma Therapeutics,Biotechnology|Healthcare Services|Medical,44000000,1,North America,1,2015-01-01
50485,29778,Semmle,Software,10000000,1,Europe,2,2006-12-28
50487,29779,Semmx,Curated Web|Interest Graph|Search,1750000,1,North America,2,2011-06-01
50488,29780,Semnur Pharmaceuticals,Biotechnology,6000000,1,North America,1,2013-01-01
50491,29781,Semprius,Clean Technology|Solar,63997160,1,North America,18,2005-01-01
50492,29782,Semprus BioSciences,Biotechnology,27000000,1,North America,3,2006-01-01
50494,29783,Semtek Innovative Solutions,Hardware + Software,17590000,1,North America,2,1999-01-01
50495,29784,Semtive,Energy,25000,1,South America,1,2009-01-01
50498,29785,SEMYOU,Cloud Computing|Enterprise Software|SaaS|Software,200000000,1,North America,1,2011-03-03
50500,29786,Senath Pty Ltd,Cloud Computing|Enterprise Software|PaaS|SaaS,146067,1,Oceania,2,2007-05-01
50503,29787,Sencha,Curated Web|Enterprise Software|Mobile|Open Source|Software|Web Development,29000000,1,North America,2,2007-04-01
50504,29788,Senco Gold,Jewelry,13000000,1,Asia,1,1938-01-01
50506,29789,Send the Trend,E-Commerce|Fashion|Jewelry,3000000,1,North America,1,2010-08-01
50508,29790,Sendbloom,Enterprises|Enterprise Software,1300000,1,North America,2,2013-05-01
50509,29791,SendCloud,E-Commerce|Logistics|Optimization|Shipping,770850,1,Europe,1,2012-10-16
50511,29792,SendGrid,Software,47362000,1,North America,5,2009-07-20
50512,29793,SendHub,Audio|Business Services|Communications Hardware|Enterprise Software|Messaging|Mobile|SMS|VoIP,10000000,1,North America,4,2011-12-01
50513,29794,Sendia,Mobile|Wireless,10400000,1,North America,3,2002-01-01
50514,29795,SendinBlue,Developer APIs|Email|Email Marketing|Email Newsletters|Enterprise Software|SMS|Tracking,1662122,1,Europe,3,2008-11-01
50515,29796,Sendio,Security,7000000,1,North America,2,2003-02-11
50516,29797,Sendle,Delivery|Logistics|Services,1800000,1,Oceania,1,2014-01-01
50517,29798,Sendmail,Software,2943368,1,North America,1,1998-01-01
50518,29799,SendMe,Mobile,34500000,0,North America,4,2006-06-01
50519,29800,Sendmebox,E-Commerce,328571,1,Europe,2,2013-02-04
50520,29801,SendMeHome.com,Blogging Platforms|Entertainment|Games|Tracking,50000,0,North America,1,2008-07-01
50523,29802,Sendori,Enterprise Software|Internet Marketing,2500000,1,North America,2,2006-08-01
50527,29803,SendtoNews,Broadcasting|News|Sports,4000000,1,North America,2,2010-01-15
50528,29804,SendUs,Games,25125716,1,North America,3,2013-01-01
50529,29805,sendwithus,Content|Email|Sales and Marketing|Software|Web CMS,2300000,1,North America,2,2013-01-01
50530,29806,Send Word Now,Messaging,33000000,1,North America,3,2001-01-01
50532,29807,Sendyou Inc.,Apps,560625,1,Asia,1,2014-01-17
50533,29808,Seneco,Renewable Energies,1069452,1,Europe,1,2014-01-01
50534,29809,Senergen Devices,Clean Technology,2500000,0,North America,1,2007-01-01
50536,29810,Senet,Internet,28821913,1,North America,3,2009-01-01
50537,29811,Senex Biotechnology,Biotechnology,600000,1,North America,2,2002-01-01
50538,29812,Senexx,Email|Enterprise Software|Finance|FinTech,250000,1,North America,1,2012-03-01
50540,29813,SenGenix,Health and Wellness,3469801,1,North America,2,2012-01-01
50543,29814,SenionLab,Location Based Services|Software,1800000,1,Europe,3,2010-11-02
50544,29815,Senior Care Centers,Health and Wellness,5000000,1,North America,1,2008-01-01
50545,29816,Senior Cottage,Elder Care|Elderly|Social Innovation,3013403,1,Europe,2,2013-02-27
50548,29817,Senior Lifestyle,Real Estate,10150000,1,North America,1,1985-01-01
50551,29818,Senior Wellness Solutions,Biotechnology,435775,1,North America,2,2011-01-01
50553,29819,SeniorCare,Hospitality,480000,1,North America,1,1928-01-25
50560,29820,Sennari,Software,17000000,1,North America,3,1999-01-01
50563,29821,Senova Systems,Manufacturing,10316249,1,North America,3,2007-01-01
50565,29822,SensAble Technologies,Software,34300000,1,North America,3,1993-01-01
50566,29823,SenSage,Security,39918369,1,Europe,7,2004-08-18
50567,29824,Sensai Corporation,Big Data|Text Analytics,1300000,1,North America,1,2014-01-01
50570,29825,Sensbeat,Information Services|Information Technology|Mobile|Music|Private Social Networking|Social Media,1041250,1,Asia,3,2013-02-01
50571,29826,Senscient,Manufacturing,5600000,1,North America,2,2004-01-01
50572,29827,Senscio Systems,Software,2210000,1,North America,4,2009-01-01
50573,29828,Sensdata,Consulting,130701,1,Europe,1,2004-01-01
50575,29829,SENSE AI,Software,1182274,1,North America,3,2015-01-01
50576,29830,Sense Health,Health and Wellness|Health Care|Health Care Information Technology|Mobile Health,2000000,1,North America,1,2012-01-01
50579,29831,Sense,GreenTech|Hardware|Home Automation|Internet of Things|Sensors|Software,2499999,1,North America,1,2013-01-01
50580,29832,Sense.ly,Enterprise Software|Entertainment|Health Care|Speech Recognition,3778000,1,North America,3,2013-05-01
50581,29833,Sense Networks,Advertising|Analytics|Location Based Services|Machine Learning|Predictive Analytics,9000000,1,North America,2,2003-05-01
50583,29834,Sense Platform,Analytics|Big Data|Cloud Computing,1860000,1,North America,3,2012-09-01
50585,29835,SenseData,Hardware|Hardware + Software|Startups|Technology,1000000,1,North America,2,2013-03-26
50586,29836,Sensee,E-Commerce,32510266,1,Europe,2,2011-01-01
50587,29837,Senseg,Displays|Interface Design|Software,6000000,1,Europe,2,2006-06-01
50588,29838,SenseGiz,Hardware + Software,500000,1,North America,1,2013-08-28
50589,29839,Sensegon,Ad Targeting|Advertising|Sales and Marketing|Social Media|Technology,3350000,1,Asia,5,2010-01-20
50591,29840,SenseLabs (formerly Neurotopia),Hardware + Software|Health and Wellness|Sports,4891800,1,North America,2,2009-01-01
50593,29841,Sensentia,Health and Insurance|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Health Services Industry,160750,1,North America,2,2011-11-28
50594,29842,Senseonics,Medical Devices,40299989,1,North America,4,1996-01-01
50595,29843,Senseware,Embedded Hardware and Software|Internet of Things|Sensors|Wireless,1115500,1,North America,3,2013-07-29
50596,29844,"Senseye, Inc.",Information Technology|Sensors|Wearables,450000,1,North America,2,2015-01-02
50597,29845,SensGard,Hardware + Software,275000,1,North America,3,2004-07-01
50598,29846,Sensibill,Big Data|Financial Services|FinTech,1599036,1,North America,1,2013-01-01
50600,29847,Sensible Medical Innovations,Biotechnology,20000000,1,Asia,1,2007-05-01
50603,29848,Sensibo,Consumer Electronics|Environmental Innovation|Green Building|Home Automation|Internet|Internet of Things|Mobile|Mobile Devices|Smart Building,735000,1,Asia,3,2013-11-28
50604,29849,Sensicast Systems,Enterprise Software,13000000,1,North America,1,2002-01-01
50606,29850,Sensics,Software,3039567,1,North America,7,1996-01-01
50608,29851,Sensika Technologies,Enterprise Software,323920,1,Europe,3,2011-01-01
50609,29852,Sensilk,Consumer Goods|Fitness|Online Shopping|Sporting Goods|Wearables,1500000,1,North America,1,2013-01-01
50611,29853,SENSIMED,Health Care,33256521,1,Europe,6,2003-01-01
50612,29854,Sensing Dynamics,Analytics|Chemicals|Cloud Computing|Computers|Consumer Electronics|Internet of Things|Sensors,399857,1,North America,1,2014-11-01
50613,29855,Sensing Electromagnetic Plus,Electronics|Semiconductors,535952,1,North America,2,2013-01-01
50616,29856,SensioLabs,Open Source|SaaS|Software,6900000,1,Europe,1,2012-07-01
50617,29857,Sensiotec,Health Care,1000000,1,North America,2,2008-01-01
50620,29858,Sensitive Object,Hardware + Software,6040000,1,Europe,1,2003-01-01
50621,29859,Sensity Systems,Energy Efficiency|Networking|Systems,84000000,1,North America,4,2010-01-01
50623,29860,Sensopia,Augmented Reality|Mobile|Real Estate,1200000,1,North America,1,2010-05-25
50624,29861,Sensor Medical Technology,Biotechnology,6220000,0,North America,2,2011-01-01
50625,29862,Sensor Tower,Android|iOS|Mobile,1000000,1,North America,2,2013-01-01
50626,29863,Sensoraide,Software,56674,1,Europe,2,2015-10-01
50627,29864,Sensorberg,Consumer Electronics|Hardware + Software,2398875,1,Europe,2,2013-09-01
50628,29865,SensorCath,Sensors|Technology,2759989,1,North America,1,2011-01-01
50631,29866,Sensorin,Manufacturing,2427234,1,North America,1,2007-01-01
50632,29867,Sensorion,Biotechnology,5627820,1,Europe,2,2009-01-01
50634,29868,SensorLogic,Enterprise Software|Gps|M2M|Mobile|Tracking,30501799,1,North America,5,2002-01-01
50635,29869,Sensorly,Android|Maps|Mobile|Web Hosting|Wireless,1311300,1,Europe,1,2010-06-01
50639,29870,SensorSuite Inc.,Clean Technology|Internet of Things|M2M,500000,1,North America,1,2012-06-07
50640,29871,SensorTech,Semiconductors,725483,1,North America,1,2007-01-01
50641,29872,SensorTran,Electronics|Energy|Manufacturing,18400000,1,North America,4,1996-01-01
50644,29873,Sensory Medical,Biotechnology,2750000,1,North America,3,2009-01-01
50645,29874,Sensory Networks,Software,21000000,1,Oceania,4,2003-01-01
50646,29875,Sensr.net,Enterprise Software|Hardware|Real Time|Security|Video Streaming,1500000,1,North America,1,2009-01-01
50648,29876,SenStay,Hospitality|Property Management|Software,1400000,1,North America,1,2014-01-01
50650,29877,SENSU,Creative|E-Commerce|Online Shopping,80000,1,Asia,1,2014-11-05
50651,29878,Sensulin,Biotechnology|Diabetes|Life Sciences|Pharmaceuticals,330000,1,North America,1,2011-08-09
50652,29879,Sensum,Software,964738,1,Europe,1,2011-01-01
50653,29880,Sensus Energy,Electronics|Energy|Engineering Firms,19299,1,Europe,1,2013-01-01
50656,29881,Sensys Networks,Mobile,16816504,1,North America,5,2004-01-01
50657,29882,Senta,Software,116935,1,North America,1,2014-01-01
50659,29883,Sente Inc.,Biotechnology,26842000,1,North America,5,2007-01-01
50662,29884,Sentence Lab,Cloud Data Services|Internet|Technology,88731,0,Asia,3,2012-07-27
50663,29885,"Sententia,LLC",Business Analytics|Business Development|Consulting,700348,1,North America,1,2013-01-01
50664,29886,Sentera,Aerospace,5000000,1,North America,1,2014-01-01
50666,29887,Sentic Technologies Inc,Information Technology|Internet|SaaS|Search Marketing|Services|Social Media,1,1,North America,1,2014-02-01
50669,29888,Sentient Energy,Clean Technology,22500000,1,North America,2,2009-01-01
50671,29889,Sentilla,IT Management|Software,26350000,1,North America,3,2003-01-01
50672,29890,Sentillion,Health and Wellness,29450000,1,North America,3,1998-01-01
50673,29891,Sentimed Medical Corporation,Health Care|Telecommunications,475000,1,North America,2,2010-11-01
50674,29892,Sentiment,Social CRM|Social Media Management|Social Media Monitoring|Software,1515251,1,Europe,1,2007-07-29
50676,29893,SentinelOne,Security,39520000,1,North America,4,2013-01-01
50680,29894,SentiOne,Brand Marketing|Social Media Monitoring|Software,269870,1,Europe,1,2011-10-01
50681,29895,Sentisis,Artificial Intelligence|Social Media,1753107,1,Europe,3,2012-01-01
50682,29896,sentitO Networks,Software|VoIP,39000000,0,North America,4,2000-01-01
50683,29897,Sentons,Semiconductors,37691801,1,North America,4,2011-01-01
50685,29898,Sentri,Home Automation|Internet of Things|Security|Smart Building,125000,1,North America,2,2014-03-27
50688,29899,Sentrigo,Accounting|Databases|Hardware + Software|Networking|Security|Software,9500000,1,North America,3,2006-10-01
50689,29900,Sentrinsic,Hardware + Software,865018,1,North America,3,2006-01-01
50690,29901,Sentrix,Computers|Cyber Security|Network Security|Security,6000000,1,North America,1,2011-01-01
50692,29902,Sentry Wireless,Mobile|Mobile Security|Web Development|Wireless,1107075,0,Europe,1,2006-12-01
50693,29903,Senzari,Mobile,13000000,1,North America,3,2010-01-01
50695,29904,SeoPult,Advertising|Optimization|Sales and Marketing|Search Marketing|Semantic Search|SEO,10000000,1,Europe,1,2008-01-01
50696,29905,SEO Quotient,Business Intelligence|SEO,150000,1,South America,1,2010-01-18
50698,29906,SEOshop Group B.V.,E-Commerce|Internet|Mobile Commerce|Online Shopping|SaaS|SEO|Shopping|Social Media|Software,1615000,1,Europe,3,2008-10-17
50699,29907,Sépage,Internet Marketing|Online Travel|Personalization|Semantic Web|Technology,550000,1,Europe,2,2013-01-01
50700,29908,Sepaton,Flash Storage|Hardware + Software|Technology,88000000,1,North America,7,1999-01-01
50702,29909,Seplat Petroleum Development Company,Energy|Oil|Oil & Gas,500000000,0,Oceania,1,2009-01-01
50703,29910,SEPMAG Technologies,Biotechnology,1151550,1,Europe,1,2007-02-01
50704,29911,SepSensor,Restaurants|Sensors|Wireless,3263734,0,North America,9,2003-01-01
50706,29912,SeqLL,Biotechnology,1000000,1,North America,1,2013-01-01
50707,29913,Sequana Medical,Medical Devices,35410772,1,Europe,2,2006-01-01
50708,29914,Sequans Communications,Semiconductors,81880403,2,Europe,6,2003-01-01
50710,29915,Sequel Pharmaceuticals,Biotechnology,25373034,1,North America,4,2007-01-01
50711,29916,Sequel Youth and Family Services,Hospitality,66000000,1,North America,1,1999-01-01
50712,29917,Sequella,Biotechnology,47425097,1,North America,8,1997-01-01
50713,29918,Sequence,Apps|Design|Experience Design|Product Design|User Experience Design,870000,1,North America,1,2005-07-01
50714,29919,Sequence Bio,Analytics|Lifestyle|Medical,1000000,1,North America,1,2013-01-01
50715,29920,Sequence Design,Software,25970000,1,North America,3,1995-01-01
50716,29921,Sequenom,Biotechnology|Health Diagnostics,183117265,2,North America,3,1994-01-01
50717,29922,Sequent,Software,12000000,1,North America,3,2010-01-01
50718,29923,Sequent Medical,Health Care,65100000,1,North America,5,2007-01-01
50720,29924,Sequenta,Biotechnology|Health Diagnostics,41460000,1,North America,4,2008-01-01
50721,29925,Sequitur Labs,Security,617506,1,North America,2,2010-01-01
50722,29926,Sequoia Communications,Semiconductors,74000000,0,North America,7,2000-01-01
50724,29927,Sequoia Pharmaceuticals,Biotechnology,60800000,0,North America,3,2002-01-01
50725,29928,SequoiaDB,Big Data|Databases|Information Services|Information Technology,10000000,1,Asia,1,2012-01-01
50726,29929,Sera Prognostics,Biotechnology,69586850,1,North America,7,2008-01-01
50728,29930,Seragon Pharmaceuticals,Biotechnology,30000000,1,North America,1,2013-01-01
50730,29931,Seraphim Sense,Corporate Wellness|Health and Wellness|mHealth|Wearables,1100000,1,Asia,1,2013-01-01
50731,29932,Seratis,Communications Infrastructure|Health Care|Health Care Information Technology|Mobile Health,890000,1,North America,4,2013-04-23
50732,29933,SerbisU,Local Based Services,20000,1,Asia,1,2014-09-01
50735,29934,Seren Photonics,Manufacturing,4385432,1,Europe,2,2009-01-01
50736,29935,Serena & Lily,E-Commerce,69936227,1,North America,5,2003-01-01
50737,29936,Serendipity Labs Coworking,Collaboration|Coworking|Hospitality,11250000,1,North America,3,2011-11-12
50738,29937,Serene Oncology,Biotechnology,1770000,1,North America,2,2011-01-01
50741,29938,Serenify,Cyber Security|Internet|Services,225000,0,North America,1,2013-10-01
50742,29939,Sereniti,Simulation|Virtualization|Virtual Worlds,750000,1,North America,1,2013-02-01
50745,29940,Seres Health,Biotechnology,113000000,2,North America,4,2010-01-01
50748,29941,Serica Technologies,Biotechnology|Hardware|Medical,12000000,1,North America,1,1998-01-01
50750,29942,Serionix,Air Pollution Control|Renewable Energies|Water Purification,165000,1,North America,1,2011-01-01
50751,29943,Seriosity,Software,6000000,1,North America,1,2004-01-01
50753,29944,Serious Business,Facebook Applications|Games|Social Games,4000000,1,North America,1,2008-02-01
50754,29945,Serious Energy,Clean Technology,135147224,1,North America,5,2002-05-01
50756,29946,Serious USA,Music,360000,1,North America,1,1997-01-01
50757,29947,Seriously,Games|Mobile,28000000,1,North America,4,2013-08-01
50763,29948,Serometrix,Biotechnology,227979,1,North America,1,2001-01-01
50764,29949,SERPs,SEO|Software,75000,1,North America,3,2012-01-01
50766,29950,Serstech,Biotechnology,1821193,1,Europe,1,2006-01-01
